AHA_NAME,AHA_ID,ST_NAME,DIST_ID,DIST_NAME,RANK,TOTAL_ENROLLED_STUDENTS,ELEM,MIDD,HIGH,2.1.4.1.1,2.1.4.1.2,2.1.4.1.3,2.2.5.1,2.2.5.1.1,2.2.5.1.1.1,2.2.5.1.3,3.1.3.1.0,3.1.3.1.1,3.1.3.1.2,3.1.3.1.3,3.1.3.1.4,3.2.1.1,5.1.4.1,11.1.1,11.1.2
Westmoreland County Board,GRA25,Pennsylvania,4202590,ARMSTRONG SD,2,5450,2498,1361,1591,,,,,,,,,,,,,1,,,
Fayette,GRA29,Pennsylvania,4203210,BELLE VERNON AREA SD,5,2662,1150,635,876,,,,,,,,,,,,,1,,,
Adams,GRA01,Pennsylvania,4203450,BERMUDIAN SPRINGS SD,4,2031,922,465,644,,,,,,,,,,,,,1,,,
Lehigh Valley,GRA16,Pennsylvania,4203570,BETHLEHEM AREA SD,3,14427,6221,3458,4721,,,,,,,,,,,,,1,,,
Beaver Butler Counties Board,GRA04,Pennsylvania,4204590,BUTLER AREA SD,1,7473,3197,1802,2469,,,,,,,,,,,,,1,,,
Washington County and Mon Valley Board,GRA24,Pennsylvania,4204890,CANON-MCMILLAN SD,1,4958,2304,1161,1493,,,,,,,,,,,,,1,,,
Philadelphia,GRA22,Pennsylvania,4205310,CENTRAL BUCKS SD,2,20081,8476,4997,6608,,,,,,,,,,,,,1,,,
Capital Region,GRA06,Pennsylvania,4205400,CENTRAL DAUPHIN SD,1,10831,4998,2542,3291,,,,,,,,,,,,,1,,,
York,GRA26,Pennsylvania,4205490,CENTRAL YORK SD,3,5638,2609,1327,1702,,,,,,,,,,,,,1,,,
Franklin Fulton,GRA13,Pennsylvania,4205550,CHAMBERSBURG AREA SD,1,8667,4154,2072,2441,,,,,,,,,,,,,1,,,
Adams,GRA01,Pennsylvania,4206550,CONEWAGO VALLEY SD,1,3981,1771,946,1258,,,,,,,,,,,,,1,,,
Fayette,GRA29,Pennsylvania,4206660,CONNELLSVILLE AREA SD,1,4695,2210,1172,1313,,,,,,,,,,,,,1,,,
Lebanon,GRA15,Pennsylvania,4206840,CORNWALL-LEBANON SD,1,4669,2041,1066,1562,,,,,,,,,,,,,0,,,
Erie,GRA12,Pennsylvania,4207080,CRAWFORD CENTRAL SD,4,3890,1803,902,1164,,,,,,,,,,,,,1,,,
Youngstown,GRA27,Pennsylvania,4207080,CRAWFORD CENTRAL SD,5,3890,1803,902,1164,,,,,,,,,,,,,1,,,
Capital Region,GRA06,Pennsylvania,4207110,CUMBERLAND VALLEY SD,3,7849,3409,1861,2560,,,,,,,,,,,,,0,,,
York,GRA26,Pennsylvania,4207230,DALLASTOWN AREA SD,2,6036,2745,1418,1866,,,,,,,,,,,,,1,,,
Lebanon,GRA15,Pennsylvania,4208460,EASTERN LEBANON COUNTY SD,4,2457,1146,573,738,,,,,,,,,,,,,0,,,
Northeast PA,GRA21,Pennsylvania,4208670,EAST STROUDSBURG AREA SD,3,7666,3087,1824,2734,,,,,,,,,,,,,1,,,
Erie,GRA12,Pennsylvania,4209300,ERIE CITY SD,1,12324,5935,2622,3755,,,,,,,,,,,,,1,,,
Adams,GRA01,Pennsylvania,4210710,GETTYSBURG AREA SD,2,3023,1229,702,1092,,,,,,,,,,,,,1,,,
Westmoreland County Board,GRA25,Pennsylvania,4210980,GREATER LATROBE SD,5,4162,1789,1016,1357,,,,,,,,,,,,,1,,,
Franklin Fulton,GRA13,Pennsylvania,4211010,GREENCASTLE-ANTRIM SD,4,3003,1350,738,915,,,,,,,,,,,,,1,,,
Capital Region,GRA06,Pennsylvania,4211580,HARRISBURG CITY SD,4,6691,3468,1518,1705,,,,,,,,,,,,,1,,,
Lehigh Valley,GRA16,Pennsylvania,4211700,HAZLETON AREA SD,4,10337,4730,2362,3245,,,,,,,,,,,,,1,,,
Northeast PA,GRA21,Pennsylvania,4211700,HAZLETON AREA SD,1,10337,4730,2362,3245,,,,,,,,,,,,,1,,,
Westmoreland County Board,GRA25,Pennsylvania,4211760,HEMPFIELD AREA SD,1,6081,2688,1435,1958,,,,,,,,,,,,,1,,,
Lancaster,GRA14,Pennsylvania,4211790,HEMPFIELD  SD,2,6947,3083,1641,2223,,,,,,,,,,,,,1,,,
Beaver Butler Counties Board,GRA04,Pennsylvania,4212840,KISKI AREA SD,4,3869,1651,959,1259,,,,,,,,,,,,,1,,,
Lancaster,GRA14,Pennsylvania,4213140,LANCASTER SD,1,10851,5541,2325,2977,,,,,,,,,,,,,1,,,
Fayette,GRA29,Pennsylvania,4213320,LAUREL HIGHLANDS SD,3,3263,1450,741,1072,,,,,,,,,,,,,1,,,
Lebanon,GRA15,Pennsylvania,4213440,LEBANON SD,2,4598,2462,953,1183,,,,,,,,,,,,,1,,,
Adams,GRA01,Pennsylvania,4213980,LITTLESTOWN AREA SD,3,2062,909,481,672,,,,,,,,,,,,,1,,,
Lancaster,GRA14,Pennsylvania,4214580,MANHEIM TOWNSHIP SD,3,5926,2594,1473,1859,,,,,,,,,,,,,1,,,
Beaver Butler Counties Board,GRA04,Pennsylvania,4214790,MARS AREA SD,5,3161,1413,778,970,,,,,,,,,,,,,1,,,
Washington County and Mon Valley Board,GRA24,Pennsylvania,4214880,MCGUFFEY SD,5,1908,790,476,642,,,,,,,,,,,,,1,,,
Capital Region,GRA06,Pennsylvania,4215290,MIFFLIN COUNTY SD,5,5416,2391,1292,1682,,,,,,,,,,,,,1,,,
Erie,GRA12,Pennsylvania,4215330,MILLCREEK TOWNSHIP SD,2,7350,3092,1794,2428,,,,,,,,,,,,,1,,,
Allegheny,GRA03,Pennsylvania,4216110,MT LEBANON SD,3,5278,2300,1192,1785,,,,,,,,,,,,,1,,,
Allegheny,GRA03,Pennsylvania,4217010,NORTH ALLEGHENY SD,2,8199,3571,1972,2650,,,,,,,,,,,,,1,,,
Philadelphia,GRA22,Pennsylvania,4217280,NORTH PENN SD,3,12649,5605,2976,4068,,,,,,,,,,,,,1,,,
Lebanon,GRA15,Pennsylvania,4217640,NORTHERN LEBANON SD,5,2354,1030,560,764,,,,,,,,,,,,,1,,,
Allegheny,GRA03,Pennsylvania,4217940,NORWIN SD,4,5199,2334,1204,1640,,,,,,,,,,,,,1,,,
Westmoreland County Board,GRA25,Pennsylvania,4217940,NORWIN SD,3,5199,2334,1204,1640,,,,,,,,,,,,,1,,,
Lebanon,GRA15,Pennsylvania,4218390,PALMYRA AREA SD,3,3263,1531,803,929,,,,,,,,,,,,,1,,,
Lancaster,GRA14,Pennsylvania,4218630,PENN MANOR SD,4,5133,2217,1277,1639,,,,,,,,,,,,,1,,,
Westmoreland County Board,GRA25,Pennsylvania,4218660,PENN-TRAFFORD SD,4,4179,1749,971,1459,,,,,,,,,,,,,1,,,
Erie,GRA12,Pennsylvania,4218740,PENNCREST SD,5,3403,1326,866,1211,,,,,,,,,,,,,1,,,
Washington County and Mon Valley Board,GRA24,Pennsylvania,4218960,PETERS TOWNSHIP SD,2,4401,1867,1044,1490,,,,,,,,,,,,,1,,,
Philadelphia,GRA22,Pennsylvania,4218990,PHILADELPHIA CITY SD,1,154262,79701,31202,41923,,,,,,,,,,,,,1,,,
Allegheny,GRA03,Pennsylvania,4219170,PITTSBURGH SD,1,26653,13565,5730,7358,,,,,,,,,,,,,1,,,
Lehigh Valley,GRA16,Pennsylvania,4219500,POCONO MOUNTAIN SD,5,10176,4090,2435,3651,,,,,,,,,,,,,1,,,
Lehigh Valley,GRA16,Pennsylvania,4220040,READING SD,1,18060,9343,4033,4657,,,,,,,,,,,,,1,,,
York,GRA26,Pennsylvania,4220100,RED LION AREA SD,4,5586,2504,1368,1714,,,,,,,,,,,,,1,,,
Washington County and Mon Valley Board,GRA24,Pennsylvania,4220400,RINGGOLD SD,4,3036,1312,709,1015,,,,,,,,,,,,,1,,,
Northeast PA,GRA21,Pennsylvania,4221090,SCRANTON SD,2,9798,4902,2066,2830,,,,,,,,,,,,,1,,,
Allegheny,GRA03,Pennsylvania,4221200,SHALER AREA SD,5,4797,2016,1117,1663,,,,,,,,,,,,,1,,,
Franklin Fulton,GRA13,Pennsylvania,4221570,SHIPPENSBURG AREA SD,3,3439,1503,845,1088,,,,,,,,,,,,,1,,,
Beaver Butler Counties Board,GRA04,Pennsylvania,4222440,SENECA VALLEY SD,2,7257,3294,1692,2271,,,,,,,,,,,,,1,,,
Franklin Fulton,GRA13,Pennsylvania,4222740,TUSCARORA SD,5,2584,1156,642,786,,,,,,,,,,,,,1,,,
Washington County and Mon Valley Board,GRA24,Pennsylvania,4223760,TRINITY AREA SD,3,3313,1433,813,1067,,,,,,,,,,,,,1,,,
Fayette,GRA29,Pennsylvania,4224150,UNIONTOWN AREA SD,4,2912,1335,680,897,,,,,,,,,,,,,1,,,
Adams,GRA01,Pennsylvania,4224300,UPPER ADAMS SD,5,1662,755,373,534,,,,,,,,,,,,,1,,,
Philadelphia,GRA22,Pennsylvania,4224320,UPPER DARBY SD,4,12216,5657,2788,3693,,,,,,,,,,,,,1,,,
Erie,GRA12,Pennsylvania,4224820,WARREN COUNTY SD,3,4764,2033,1162,1569,,,,,,,,,,,,,1,,,
Lancaster,GRA14,Pennsylvania,4224960,WARWICK SD,5,4388,1908,1006,1474,,,,,,,,,,,,,1,,,
Franklin Fulton,GRA13,Pennsylvania,4225110,WAYNESBORO AREA SD,2,4328,2000,1068,1260,,,,,,,,,,,,,1,,,
Philadelphia,GRA22,Pennsylvania,4225290,WEST CHESTER AREA SD,5,11827,5080,2791,3956,,,,,,,,,,,,,1,,,
Capital Region,GRA06,Pennsylvania,4225830,WEST SHORE SD,2,7962,3612,1871,2479,,,,,,,,,,,,,1,,,
York,GRA26,Pennsylvania,4225830,WEST SHORE SD,1,7962,3612,1871,2479,,,,,,,,,,,,,1,,,
Northeast PA,GRA21,Pennsylvania,4226300,WILKES-BARRE AREA SD,4,7044,3130,1672,2239,,,,,,,,,,,,,1,,,
Northeast PA,GRA21,Pennsylvania,4226460,WILLIAMSPORT AREA SD,5,5436,2565,1216,1655,,,,,,,,,,,,,1,,,
York,GRA26,Pennsylvania,4226820,YORK CITY SD,5,5196,3104,1042,1050,,,,,,,,,,,,,1,,,
Rhode Island,FDA13,Rhode Island,4400240,CRANSTON,3,10683,4960,2272,3451,,,,,,,,,,,,,1,,,
Rhode Island,FDA13,Rhode Island,4400900,PROVIDENCE,1,23518,11836,4767,6915,,,,,,,,,,,,,1,,,
Rhode Island,FDA13,Rhode Island,4401110,WARWICK,4,9977,4507,2245,3225,,,,,,,,,,,,,1,,,
Columbia,MAA07,South Carolina,4500720,AIKEN 01,2,24729,12207,5563,6959,,,,,,,,,,,,,1,,,
Columbia,MAA07,South Carolina,4502700,LEXINGTON 01,4,22990,10949,5380,6661,,,,,,,,,,,,,1,,,
Columbia,MAA07,South Carolina,4502820,LEXINGTON 05,5,16560,7302,4026,5232,,,,,,,,,,,,,1,,,
Columbia,MAA07,South Carolina,4503360,RICHLAND 01,3,23942,12257,5190,6495,,,,,,,,,,,,,1,,,
Columbia,MAA07,South Carolina,4503390,RICHLAND 02,1,25954,12090,6079,7785,,,,,,,,,,,,,1,,,
Charlotte,MAA01,South Carolina,4503870,YORK 03,5,17217,8323,3938,4956,,,,,,,,,,,,,1,,,
Memphis,GSA06,Tennessee,4702940,MEMPHIS,1,110952,54450,24232,32270,,,,,,,,,,,,,1,,,
Rutherford County,GSA13,Tennessee,4703150,MURFREESBORO,2,7581,6897,684,0,,,,,,,,,,,,,1,,,
Nashville,GSA08,Tennessee,4703180,DAVIDSON COUNTY,1,80393,42544,16854,20995,,,,,,,,,,,,,1,,,
Nashville,GSA08,Tennessee,4703600,ROBERTSON COUNTY,5,11457,5612,2651,3194,,,,,,,,,,,,,1,,,
Rutherford County,GSA13,Tennessee,4703690,RUTHERFORD COUNTY,1,39608,16424,10009,13175,,,,,,,,,,,,,1,,,
Memphis,GSA06,Tennessee,4703810,SHELBY COUNTY,2,46423,20615,11175,14633,,,,,,,,,,,,,1,,,
Nashville,GSA08,Tennessee,4704020,SUMNER COUNTY,3,28361,13230,6679,8452,,,,,,,,,,,,,1,,,
Memphis,GSA06,Tennessee,4704080,TIPTON COUNTY,4,11988,5485,2895,3608,,,,,,,,,,,,,1,,,
Nashville,GSA08,Tennessee,4704530,WILLIAMSON COUNTY,2,32983,15375,7172,10436,,,,,,,,,,,,,1,,,
Nashville,GSA08,Tennessee,4704550,WILSON COUNTY,4,20075,7884,4546,7645,,,,,,,,,,,,,1,,,
Houston,SWA07,Texas,4807710,ALDINE ISD,4,64300,35601,13328,15371,,,,,,,,,,,,,1,,,
Tarrant County,SWA12,Texas,4808700,ARLINGTON ISD,2,64703,33475,13827,17401,,,,,,,,,,,,,1,,,
Austin,SWA02,Texas,4808940,AUSTIN ISD,1,86528,48944,16977,20607,,,,,,,,,,,,,1,,,
Tarrant County,SWA12,Texas,4810230,BIRDVILLE ISD,5,23711,11850,5198,6663,,,,,,,,,,,,,1,,,
Corpus Christi,SWA04,Texas,4812420,CALALLEN ISD,4,3954,1801,949,1204,,,,,,,,,,,,,1,,,
Austin,SWA02,Texas,4814730,COMAL ISD,5,17817,8514,4098,5205,,,,,,,,,,,,,1,,,
San Antonio,SWA11,Texas,4814730,COMAL ISD,5,17817,8514,4098,5205,,,,,,,,,,,,,1,,,
Montgomery County,SWA14,Texas,4815000,CONROE ISD,1,52664,26017,11802,14845,,,,,,,,,,,,,1,,,
Corpus Christi,SWA04,Texas,4815270,CORPUS CHRISTI ISD,1,38678,19809,8625,10244,,,,,,,,,,,,,1,,,
Houston,SWA07,Texas,4816110,CYPRESS-FAIRBANKS ISD,2,107960,52604,24352,31004,,,,,,,,,,,,,1,,,
Dallas,SWA05,Texas,4816230,DALLAS ISD,1,157575,88078,31479,38018,,,,,,,,,,,,,1,,,
Corpus Christi,SWA04,Texas,4819380,FLOUR BLUFF ISD,2,5633,2419,1380,1834,,,,,,,,,,,,,1,,,
Houston,SWA07,Texas,4819650,FORT BEND ISD,3,69449,31087,16056,22306,,,,,,,,,,,,,1,,,
Tarrant County,SWA12,Texas,4819700,FORT WORTH ISD,1,83109,46761,17096,19252,,,,,,,,,,,,,1,,,
Dallas,SWA05,Texas,4820010,FRISCO ISD,5,40123,21671,9089,9363,,,,,,,,,,,,,1,,,
Dallas,SWA05,Texas,4820340,GARLAND ISD,2,58151,27942,12893,17316,,,,,,,,,,,,,1,,,
Corpus Christi,SWA04,Texas,4821780,GREGORY-PORTLAND ISD,3,4441,2048,1045,1348,,,,,,,,,,,,,1,,,
Houston,SWA07,Texas,4823640,HOUSTON ISD,1,203066,115822,38830,48414,,,,,,,,,,,,,1,,,
Montgomery County,SWA14,Texas,4823910,HUMBLE ISD,2,36076,16822,8266,10988,,,,,,,,,,,,,1,,,
San Antonio,SWA11,Texas,4824990,JUDSON ISD,4,22503,11185,5125,6193,,,,,,,,,,,,,1,,,
Houston,SWA07,Texas,4825170,KATY ISD,5,62414,29619,14401,18394,,,,,,,,,,,,,1,,,
Tarrant County,SWA12,Texas,4825260,KELLER ISD,3,33130,15660,7863,9607,,,,,,,,,,,,,1,,,
Austin,SWA02,Texas,4827030,LEANDER ISD,3,33309,16636,7773,8900,,,,,,,,,,,,,1,,,
Dallas,SWA05,Texas,4827300,LEWISVILLE ISD,4,51920,24581,12155,15184,,,,,,,,,,,,,1,,,
Montgomery County,SWA14,Texas,4828740,MAGNOLIA ISD,3,12016,5674,2781,3561,,,,,,,,,,,,,1,,,
Tarrant County,SWA12,Texas,4828920,MANSFIELD ISD,4,32564,15386,7569,9609,,,,,,,,,,,,,1,,,
Montgomery County,SWA14,Texas,4832400,NEW CANEY ISD,5,10884,5649,2470,2765,,,,,,,,,,,,,1,,,
San Antonio,SWA11,Texas,4832940,NORTH EAST ISD,2,67439,31734,15377,20328,,,,,,,,,,,,,1,,,
San Antonio,SWA11,Texas,4833120,NORTHSIDE ISD,1,98110,48905,21711,27494,,,,,,,,,,,,,1,,,
Austin,SWA02,Texas,4834830,PFLUGERVILLE ISD,4,23070,11393,5075,6602,,,,,,,,,,,,,1,,,
Dallas,SWA05,Texas,4835100,PLANO ISD,3,55659,26714,12706,16239,,,,,,,,,,,,,1,,,
Austin,SWA02,Texas,4838080,ROUND ROCK ISD,2,45034,22343,10074,12617,,,,,,,,,,,,,1,,,
San Antonio,SWA11,Texas,4838730,SAN ANTONIO ISD,3,54394,30747,10663,12984,,,,,,,,,,,,,1,,,
Montgomery County,SWA14,Texas,4842960,TOMBALL ISD,4,11125,5513,2513,3099,,,,,,,,,,,,,1,,,
Corpus Christi,SWA04,Texas,4843350,TULOSO-MIDWAY ISD,5,3588,1662,832,1094,,,,,,,,,,,,,1,,,
Utah Division,WSA22,Utah,4900142,CANYONS DISTRICT,4,33946,15999,7595,10352,,,,,,,,,,,,,1,,,
Utah Division,WSA22,Utah,4900210,DAVIS DISTRICT,1,69285,34433,15404,19448,,,,,,,,,,,,,1,,,
Utah Division,WSA22,Utah,4900360,GRANITE DISTRICT,2,69252,34837,15469,18946,,,,,,,,,,,,,1,,,
Utah Division,WSA22,Utah,4900420,JORDAN DISTRICT,3,50961,24893,11385,14683,,,,,,,,,,,,,1,,,
Utah Division,WSA22,Utah,4900870,SALT LAKE DISTRICT,5,25016,13410,5006,6600,,,,,,,,,,,,,1,,,
Vermont,FDA17,Vermont,5002820,BURLINGTON SCHOOL DISTRICT,1,3958,2121,783,1054,,,,,,,,,,,,,1,,,
Vermont,FDA17,Vermont,5003240,COLCHESTER SCHOOL DISTRICT,3,2111,940,507,664,,,,,,,,,,,,,1,,,
Vermont,FDA17,Vermont,5005610,MILTON INCORPORATED SCHOOL DISTRICT,4,1722,793,382,547,,,,,,,,,,,,,1,,,
Vermont,FDA17,Vermont,5005840,MOUNT MANSFIELD USD #17,5,1707,199,579,929,,,,,,,,,,,,,1,,,
Vermont,FDA17,Vermont,5007470,SOUTH BURLINGTON SCHOOL DISTRICT,2,2490,1170,540,780,,,,,,,,,,,,,1,,,
Hampton Roads,MAA04,Virginia,5100810,CHESAPEAKE CITY PBLC SCHS,2,39468,17381,9247,12840,,,,,,,,,,,,,1,,,
Richmond,MAA05,Virginia,5100840,CHESTERFIELD CO PBLC SCHS,1,59200,26514,13858,18828,,,,,,,,,,,,,1,,,
Greater Washington Region,MAA03,Virginia,5101260,FAIRFAX CO PBLC SCHS,1,177606,83041,39201,55364,,,,,,,,,,,,,1,,,
Hampton Roads,MAA04,Virginia,5101800,HAMPTON CITY PBLC SCHS,5,21588,10072,4755,6761,,,,,,,,,,,,,1,,,
Richmond,MAA05,Virginia,5101830,HANOVER CO PBLC SCHS,4,18531,8138,4372,6021,,,,,,,,,,,,,1,,,
Richmond,MAA05,Virginia,5101890,HENRICO CO PBLC SCHS,2,49654,23269,11347,15038,,,,,,,,,,,,,1,,,
Greater Washington Region,MAA03,Virginia,5102250,LOUDOUN CO PBLC SCHS,5,65585,32719,14812,18054,,,,,,,,,,,,,1,,,
Hampton Roads,MAA04,Virginia,5102640,NEWPORT NEWS CITY PBLC SCHS,4,29948,15380,6211,8357,,,,,,,,,,,,,1,,,
Hampton Roads,MAA04,Virginia,5102670,NORFOLK CITY PBLC SCHS,3,33461,18351,6778,8332,,,,,,,,,,,,,1,,,
Richmond,MAA05,Virginia,5103090,PRINCE GEORGE CO PBLC SCHS,5,6438,3005,1563,1870,,,,,,,,,,,,,1,,,
Greater Washington Region,MAA03,Virginia,5103130,PRINCE WILLIAM CO PBLC SCHS,4,81937,39392,18506,24039,,,,,,,,,,,,,1,,,
Richmond,MAA05,Virginia,5103240,RICHMOND CITY PBLC SCHS,3,23336,13120,4639,5577,,,,,,,,,,,,,1,,,
Hampton Roads,MAA04,Virginia,5103840,VA BEACH CITY PBLC SCHS,1,70978,32977,16133,21868,,,,,,,,,,,,,1,,,
Tacoma,WSA20,Washington,5300300,AUBURN SCHOOL DISTRICT,4,14508,6416,3139,4953,,,,,,,,,,,,,1,,,
Tacoma,WSA20,Washington,5300480,BETHEL SCHOOL DISTRICT,3,17962,8080,4264,5618,,,,,,,,,,,,,1,,,
Tacoma,WSA20,Washington,5301410,CLOVER PARK SCHOOL DISTRICT,5,12358,6979,2536,2843,,,,,,,,,,,,,1,,,
Seattle,WSA18,Washington,5302400,EDMONDS SCHOOL DISTRICT,5,20587,9189,4557,6841,,,,,,,,,,,,,1,,,
Portland,WSA12,Washington,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),3,26333,11625,6321,8387,,,,,,,,,,,,,1,,,
Seattle,WSA18,Washington,5302820,FEDERAL WAY SCHOOL DISTRICT,4,22279,9877,5152,7250,,,,,,,,,,,,,1,,,
Seattle,WSA18,Washington,5303960,KENT SCHOOL DISTRICT,2,27160,12073,6342,8745,,,,,,,,,,,,,1,,,
Seattle,WSA18,Washington,5304230,LAKE WASHINGTON SCHOOL DISTRICT,3,24924,12574,5583,6767,,,,,,,,,,,,,1,,,
Tacoma,WSA20,Washington,5306960,PUYALLUP SCHOOL DISTRICT,2,20810,9048,5021,6741,,,,,,,,,,,,,1,,,
Seattle,WSA18,Washington,5307710,SEATTLE PUBLIC SCHOOLS,1,49269,25631,10005,13633,,,,,,,,,,,,,1,,,
Tacoma,WSA20,Washington,5308700,TACOMA SCHOOL DISTRICT,1,28540,13883,6211,8446,,,,,,,,,,,,,1,,,
Portland,WSA12,Washington,5309270,VANCOUVER SCHOOL DISTRICT,4,22713,10623,5101,6989,,,,,,,,,,,,,1,,,
Charleston,GRA07,West Virginia,5400090,BOONE COUNTY  SCHOOLS,3,4553,2321,990,1242,,,,,,,,,,,,,1,,,
Charleston,GRA07,West Virginia,5400240,CLAY COUNTY SCHOOLS,5,2047,998,447,602,,,,,,,,,,,,,1,,,
Charleston,GRA07,West Virginia,5400600,KANAWHA COUNTY SCHOOLS,1,28429,14048,6380,8001,,,,,,,,,,,,,1,,,
Charleston,GRA07,West Virginia,5400660,LINCOLN COUNTY SCHOOLS,4,3689,1948,849,892,,,,,,,,,,,,,1,,,
Charleston,GRA07,West Virginia,5401200,PUTNAM COUNTY SCHOOLS,2,9779,4827,2211,2741,,,,,,,,,,,,,1,,,
Milwaukee,MWA06,Wisconsin,5501770,ELMBROOK SCHOOL DISTRICT,5,7154,2817,1729,2608,,,,,,,,,,,,,1,,,
Chicago,MWA01,Wisconsin,5507320,KENOSHA SCHOOL DISTRICT,5,22905,10978,5043,6884,,,,,,,,,,,,,1,,,
Madison,MWA11,Wisconsin,5508520,MADISON METROPOLITAN SCHOOL DISTRICT,1,26817,14201,5144,7472,,,,,,,,,,,,,1,,,
Madison,MWA11,Wisconsin,5509510,MIDDLETON-CROSS PLAINS AREA SCHOOL DISTRICT,3,6446,3027,1382,2037,,,,,,,,,,,,,1,,,
Milwaukee,MWA06,Wisconsin,5509600,MILWAUKEE SCHOOL DISTRICT,1,79130,41852,15629,21649,,,,,,,,,,,,,1,,,
Madison,MWA11,Wisconsin,5514640,SUN PRAIRIE AREA SCHOOL DISTRICT,2,7095,3642,1481,1972,,,,,,,,,,,,,1,,,
Madison,MWA11,Wisconsin,5515330,VERONA AREA SCHOOL DISTRICT,4,4892,2284,1083,1525,,,,,,,,,,,,,1,,,
Milwaukee,MWA06,Wisconsin,5515780,WAUKESHA SCHOOL DISTRICT,2,13770,6378,2895,4497,,,,,,,,,,,,,1,,,
Madison,MWA11,Wisconsin,5515810,WAUNAKEE COMMUNITY SCHOOL DISTRICT,5,3874,1870,868,1136,,,,,,,,,,,,,1,,,
Milwaukee,MWA06,Wisconsin,5515990,WAUWATOSA SCHOOL DISTRICT,4,7275,3446,1541,2288,,,,,,,,,,,,,1,,,
Milwaukee,MWA06,Wisconsin,5516260,WEST ALLIS-WEST MILWAUKEE SCHOOL DISTRICT,3,9281,4275,1829,3177,,,,,,,,,,,,,1,,,
